transaction_date,card,merchant,amount_cad
2025-07-30,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",20.26
2025-07-31,amex-1001,AMZN MKTP CA*CT4LA0MB3  WWW.AMAZON.CA,22.59
2025-07-31,amex-1001,HOMETOWN ROAD 001       TORONTO,22.94
2025-07-31,amex-1001,TIM HORTONS #3143       TORONTO,10.48
2025-07-31,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",22.27
2025-08-01,amex-1001,HARVEST CLEAN EATS TORO TORONTO,20.89
2025-08-01,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",0.40
2025-08-01,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",15.45
2025-08-02,amex-1001,ESSO CIRCLE K 0302      TORONTO,0.12
2025-08-02,amex-1001,ESSO CIRCLE K 0302      TORONTO,65.78
2025-08-02,amex-1001,RABBA FINE FOODS #171   TORONTO,8.89
2025-08-02,amex-1001,UNCLE TETSU CANADA 2080 TORONTO,7.80
2025-08-04,amex-1001,2233990 ONTARIO INC 154 MISSISSAUGA,13.21
2025-08-04,amex-1001,BELL CANADA (OB)        MONTREAL,194.30
2025-08-04,amex-1001,HASTY MARKET 268        TORONTO,2.99
2025-08-04,amex-1001,RABBA FINE FOODS #171   TORONTO,3.38
2025-08-04,amex-1001,TIM HORTONS #9337       TORONTO,2.93
2025-08-05,amex-1001,2163125 ONTARIO INC 411 TORONTO,11.52
2025-08-05,amex-1001,CAMBRIDGE GROUP OF CL   416-363-9454,264.40
2025-08-05,amex-1001,HASTY MARKET 268        TORONTO,4.50
2025-08-05,cibc-2451,"Amazon.ca Prime Member amazon.ca/pri, BC",11.29
2025-08-05,cibc-2451,"GOOGLE*CLOUD K55FDG CC GOOGLE.COM, NS",53.02
2025-08-05,cibc-2451,"SS LOBLAW TORONTO LAKE TORONTO, ON",29.32
2025-08-05,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",11.71
2025-08-05,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",16.33
2025-08-05,cibc-2451,"YOU DON YA TORONTO, ON",33.54
2025-08-05,cibc-8359,"COSTCO WHOLESALE W1316 EAST YORK, ON",271.76
2025-08-06,amex-1001,SULTANS MEDITERRANEAN 0 TORONTO,25.99
2025-08-07,amex-1001,CATCHCORNER INC.        TORONTO,79.10
2025-08-07,amex-1001,MEMBERSHIP FEE INSTALLMENT,12.99
2025-08-07,cibc-2451,"HEY I AM YOGOST SC TORONTO, ON",8.98
2025-08-08,amex-1001,AMZN MKTP CA            WWW.AMAZON.CA,-29.37
2025-08-08,amex-1001,AMZN MKTP CA            WWW.AMAZON.CA,-24.85
2025-08-08,amex-1001,JM-101005               MISSISSAUGA,13.51
2025-08-08,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",19.87
2025-08-08,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",27.91
2025-08-09,amex-1001,SP FAIRGROUNDS INC      TORONTO,22.60
2025-08-10,amex-1001,"CURSOR, AI POWERED IDE  NEW YORK",28.21
2025-08-10,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,45.48
2025-08-10,amex-1001,PETRO-CANADA 35106      OAKVILLE,62.37
2025-08-10,amex-1001,RABBA FINE FOODS #171   TORONTO,24.53
2025-08-10,amex-1001,THE HOME DEPOT #7021    BURLINGTON,73.91
2025-08-11,amex-1001,AMZN MKTP CA*CJ72H6NV3  866-216-1072,42.93
2025-08-11,amex-1001,AMZN MKTP CA*TA8CT5VS3  866-216-1072,36.14
2025-08-11,amex-1001,CANADIAN TIRE #600      TORONTO,36.80
2025-08-11,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,22.08
2025-08-11,cibc-2451,"AMAZON* 4780T79X3 VANCOUVER, BC",27.11
2025-08-11,cibc-2451,"AMAZON* ZB8UY0373 VANCOUVER, BC",16.94
2025-08-11,cibc-2451,"AMAZON.COM * 108YV2C73 VANCOUVER, BC",20.28
2025-08-11,cibc-2451,"INS MARKET TORONTO, ON",4.75
2025-08-11,cibc-2451,"LS Marvelous by Fred Toronto, ON",10.79
2025-08-11,cibc-2451,"SQUARE ONE INSURANCE S VANCOUVER, BC",16.34
2025-08-12,amex-1001,ATHLETES CARE RICHMOND  NORTH VANCOUVER,29.00
2025-08-12,amex-1001,GOOGLE *DOW JONES       G.CO/HELPPAY#,48.50
2025-08-12,amex-1001,TST-CHEFS HALL - TEMPU  TORONTO,28.14
2025-08-12,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",17.39
2025-08-12,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",20.41
2025-08-13,amex-1001,CLAUDE.AI SUBSCRIPTION  SAN FRANCISCO,31.64
2025-08-13,amex-1001,EB *2025 MULAN INTERNA  TORONTO,45.26
2025-08-13,amex-1001,NEW WOK NEW WOK         TORONTO,18.02
2025-08-13,amex-1001,TIM HORTONS #2614       TORONTO,2.40
2025-08-13,amex-1001,UNCLE TETSU CANADA 2080 TORONTO,8.93
2025-08-13,cibc-2451,"LEE CHEN ASIAN BISTRO TORONTO, ON",43.98
2025-08-14,amex-1001,DOORDASHPIZZAHUT        DOWNTOWN TORONT,29.75
2025-08-14,amex-1001,MAZDA OF TORONTO        TORONTO,16.39
2025-08-14,amex-1001,MAZDA OF TORONTO        TORONTO,983.90
2025-08-14,cibc-2451,"MTO TSD SO ECHANNEL DOWNSVIEW, ON",12.00
2025-08-14,cibc-2451,"SMALL POT RESTAURANT ( NORTH YORK, ON",33.37
2025-08-15,amex-1001,MAZDA OF TORONTO        TORONTO,333.35
2025-08-15,amex-1001,XING MU SPACE INC.      Toronto,8.46
2025-08-15,amex-1001,XING MU SPACE INC.      Toronto,8.46
2025-08-15,cibc-2451,PRE-AUTHORIZED PAYMENT - THANK YOU,-85.83
2025-08-15,cibc-2451,"SMALL POT RESTAURANT ( NORTH YORK, ON",20.74
2025-08-15,cibc-2451,"YOU DON YA TORONTO, ON",9.61
2025-08-16,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,45.48
2025-08-16,amex-1001,RABBA FINE FOODS #171   TORONTO,3.38
2025-08-17,amex-1001,AMZN MKTP CA*9Q74R8H33  866-216-1072,40.67
2025-08-17,amex-1001,COURT BOOK* RES ROSEHI  TORONTO,56.50
2025-08-17,amex-1001,HEY I AM YOGOST 001     TORONTO,11.02
2025-08-17,amex-1001,NETFLIX.COM             VANCOVER,9.03
2025-08-17,amex-1001,SECURITY NATIONAL INSU  MONTREAL,337.32
2025-08-17,amex-1001,SP FAIRGROUNDS INC      TORONTO,11.30
2025-08-17,amex-1001,TORONTO PARKING AUTHORI TORONTO,12.00
2025-08-18,amex-1001,AMZN MKTP CA*027NB8OL3  866-216-1072,110.35
2025-08-18,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,20.78
2025-08-18,cibc-2451,"HMART - FINCH NORTH YORK, ON",2.93
2025-08-18,cibc-2451,"HMART - FINCH NORTH YORK, ON",4.51
2025-08-18,cibc-2451,"LS Marvelous by Fred Toronto, ON",3.99
2025-08-18,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",31.10
2025-08-18,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",38.61
2025-08-18,cibc-2451,"THE INFORMATION THEINFORMATIO, CA 44.99 USD @ 1.416759",63.74
2025-08-19,amex-1001,APPLE.COM/BILL          TORONTO,4.51
2025-08-19,amex-1001,LALA SPICY LAB DOWNTOWN TORONTO,34.15
2025-08-19,cibc-2451,"AMAZON.COM * AE8GE0LK3 VANCOUVER, BC",112.99
2025-08-19,cibc-2451,"AMAZON.COM * TW5O90XA3 VANCOUVER, BC",19.65
2025-08-19,cibc-2451,"GOOGLE *Google One g.co/helppay#, NS",30.50
2025-08-19,cibc-2451,"LS Marvelous by Fred Toronto, ON",6.50
2025-08-19,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",17.88
2025-08-19,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",27.60
2025-08-20,amex-1001,SMOQUE N' BONES 001     TORONTO,47.34
2025-08-20,amex-1001,TIM HORTONS #2253       TORONTO,2.40
2025-08-20,amex-1001,TST-CHEFS HALL - TEMPU  TORONTO,24.86
2025-08-20,cibc-2451,"METERGY/EZ-PAY 866-449-4423, ON",178.62
2025-08-20,cibc-2451,"METERGY/EZ-PAY FEE 800-766-6616, ON",3.13
2025-08-21,amex-1001,APPLE.COM/BILL          TORONTO,19.20
2025-08-21,amex-1001,FELIX HEALTH INC.       TORONTO,320.65
2025-08-21,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,20.78
2025-08-21,amex-1001,RABBA FINE FOODS #171   TORONTO,7.32
2025-08-21,amex-1001,TIM HORTONS #3143       TORONTO,6.88
2025-08-21,cibc-2451,"AMAZON* 473CT5QC3 VANCOUVER, BC",19.20
2025-08-21,cibc-2451,"TASTY CHINESE FOOD TORONTO, ON",17.29
2025-08-21,cibc-2451,WEIXIN barley contai ShenZhen 1073.41 CNY @ .197995,212.53
2025-08-22,amex-1001,GOOGLE *FITBIT          G.CO/HELPPAY#,14.68
2025-08-22,amex-1001,SMOQUE N' BONES 001     TORONTO,85.97
2025-08-22,amex-1001,UNCLE TETSU CANADA 2080 TORONTO,3.33
2025-08-22,cibc-2451,"AMAZON* 576S311A3 VANCOUVER, BC",37.14
2025-08-22,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",18.72
2025-08-22,cibc-8359,"COSTCO WHOLESALE W524 ETOBICOKE, ON",1.58
2025-08-22,cibc-8359,"COSTCO WHOLESALE W524 ETOBICOKE, ON",137.58
2025-08-23,amex-1001,*RFBT-223 QUEEN STREET  TORONTO,11.29
2025-08-23,amex-1001,MUAY THAI SPORT BAR TOR TORONTO,29.33
2025-08-24,amex-1001,BURGER KING #11897      BURLINGTON,17.83
2025-08-24,amex-1001,ESSO CIRCLE K 0302      ANCASTER,60.03
2025-08-24,amex-1001,RABBA FINE FOODS #171   TORONTO,6.20
2025-08-24,amex-1001,RABBA FINE FOODS #171   TORONTO,13.55
2025-08-24,amex-1001,THE HOME DEPOT #7007    ANCASTER,127.13
2025-08-24,amex-1001,THE HOME DEPOT #7021    BURLINGTON,3.25
2025-08-25,amex-1001,AMAZON.CA*UL25Q1TL3     866-216-1072,138.98
2025-08-25,amex-1001,AMZN MKTP CA*JG8DH68E3  866-216-1072,15.81
2025-08-25,amex-1001,AMZN MKTP CA*XD9HZ9WN3  866-216-1072,20.34
2025-08-25,amex-1001,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,14.68
2025-08-25,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,20.78
2025-08-25,amex-1001,SP CASPER               BRAMPTON,1391.53
2025-08-25,amex-1001,TIM HORTONS #3143       TORONTO,6.32
2025-08-25,cibc-2451,"DOORDASHDASHPASS DOWNTOWN TORO, ON",11.29
2025-08-25,cibc-2451,PAYMENT THANK YOU/PAIEMEN T MERCI,-500.00
2025-08-25,cibc-2451,"THE NEW YORK TIMES 180-06984637, NY",27.12
2025-08-25,cibc-2451,"YOU DON YA TORONTO, ON",22.78
2025-08-26,amex-1001,AUDIBLE CA*IO1J88IB3    AMZN.COM/BILL,10.49
2025-08-26,amex-1001,TIM HORTONS #3253       TORONTO,2.40
2025-08-26,amex-1001,TIM HORTONS #3253       TORONTO,11.29
2025-08-26,cibc-2451,"CONV FEE -TORONTO RSD ETOBICOKE, ON",3.83
2025-08-26,cibc-2451,"RSD-PARKING TICKET-CREDIT TORONTO, ON",162.88
2025-08-26,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",17.03
2025-08-26,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",27.53
2025-08-27,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,20.78
2025-08-27,amex-1001,LALA SPICY LAB DOWNTOWN TORONTO,32.88
2025-08-27,cibc-2451,PAYMENT PROTECTOR PREMIUM 833-666-4295,15.26
2025-08-27,cibc-2451,PAYMENT PROTECTOR PREMIUM TAX,1.22
2025-08-28,amex-1001,2403384 ONTARIO LIMITED CALEDON,11.29
2025-08-28,amex-1001,AMAZON.CA*OC6NE5VS3     866-216-1072,11.29
2025-08-28,amex-1001,PAYMENT RECEIVED - THANK YOU,-1226.89
2025-08-28,cibc-2451,"TASTY CHINESE FOOD TORONTO, ON",12.28
2025-08-29,amex-1001,2403384 ONTARIO LIMITED CALEDON,15.59
2025-08-29,amex-1001,AMZN MKTP CA*MQ0AO2U13  866-216-1072,30.50
2025-08-29,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",19.95
2025-08-29,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",23.50
2025-08-29,cibc-2451,"TIM HORTONS #3143 416-605-1506, ON",8.91
2025-08-29,cibc-8359,PRE-AUTHORIZED PAYMENT - THANK YOU,-331.27
2025-08-30,amex-1001,TIM HORTONS #3143       TORONTO,2.40
2025-08-31,amex-1001,AMZN MKTP CA*G874U4YX3  866-216-1072,676.87
2025-08-31,amex-1001,SOUTHPAW GAS & VARIETY  HAGERSVILLE,50.64
2025-09-01,amex-1001,AMAZON.CA*P63LA2MN3     866-216-1072,61.00
2025-09-01,amex-1001,AMZN MKTP CA*739XR3AA3  866-216-1072,45.19
2025-09-01,amex-1001,AMZN MKTP CA*SE8U273R3  866-216-1072,40.67
2025-09-01,amex-1001,DOORDASHSUKHOTHAI       DOWNTOWN TORONT,32.63
2025-09-01,amex-1001,FRESH BURRITO WATERFRON TORONTO,18.06
2025-09-01,amex-1001,MOGOUYAN HAND PULLED NO Toronto,19.42
2025-09-01,amex-1001,RABBA FINE FOODS #171   TORONTO,20.84
2025-09-01,amex-1001,UNCLE TETSU CANADA 2080 TORONTO,3.33
2025-09-02,amex-1001,AMZN MKTP CA            866-216-1072,-40.67
2025-09-02,amex-1001,AMZN MKTP CA*309JS4PX3  866-216-1072,63.83
2025-09-02,amex-1001,AMZN MKTP CA*VM8BH0OA3  866-216-1072,71.18
2025-09-02,amex-1001,AMZN MKTP CA*YZ8FY8WV3  866-216-1072,439.57
2025-09-02,amex-1001,JUICY DUMPLING          FORT ERIE,5.64
2025-09-02,amex-1001,PAYMENT RECEIVED - THANK YOU,-6048.43
2025-09-02,amex-1001,RABBA FINE FOODS #171   TORONTO,7.35
2025-09-02,amex-1001,TST-CHEFS HALL - TEMPU  TORONTO,28.14
2025-09-02,cibc-2451,"BEST BUY #942 BURLINGTON, ON",48.57
2025-09-02,cibc-2451,"GOOGLE*CLOUD 75N4QM CC GOOGLE.COM, NS",81.41
2025-09-02,cibc-2451,"RONA SIMCOE 33420 SIMCOE, ON",31.40
2025-09-02,cibc-2451,"SMALL POT RESTAURANT ( NORTH YORK, ON",28.86
2025-09-02,cibc-2451,"SS LOBLAW TORONTO LAKE TORONTO, ON",28.23
2025-09-02,cibc-2451,"T&T SUPERMARKET #038 TORONTO, ON",23.43
2025-09-03,amex-1001,AMAZON.CA*VU5I763T3     866-216-1072,338.99
2025-09-03,amex-1001,CAMBRIDGE GROUP OF CL   416-363-9454,264.40
2025-09-03,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,23.38
2025-09-03,amex-1001,TIM HORTONS #3143       TORONTO,2.40
2025-09-03,cibc-2451,"Amazon.ca Prime Member amazon.ca/pri, BC",11.29
2025-09-03,cibc-2451,PAYMENT THANK YOU/PAIEMEN T MERCI,-1622.99
2025-09-03,cibc-8359,"COSTCO WHOLESALE W524 ETOBICOKE, ON",125.58
2025-09-03,cibc-8359,PAYMENT THANK YOU/PAIEMEN T MERCI,-139.16
2025-09-04,amex-1001,BELL CANADA (OB)        MONTREAL,194.30
2025-09-04,amex-1001,MUAY THAI SPORT BAR TOR TORONTO,28.59
2025-09-04,cibc-2451,"AMAZON.COM * 9386U8HD3 VANCOUVER, BC",31.19
2025-09-04,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",-1.00
2025-09-04,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",22.80
2025-09-04,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",28.35
2025-09-05,amex-1001,*RFBT-TORONTO EATON CE  TORONTO,9.59
2025-09-05,amex-1001,AMZN MKTP CA*7968Q50E3  866-216-1072,49.71
2025-09-05,amex-1001,CHIPOTLE 1236           TORONTO,20.62
2025-09-05,amex-1001,UNCLE TETSU CANADA 2080 TORONTO,4.46
2025-09-05,cibc-2451,"City Dance Corps 416-2602356, ON",192.10
2025-09-06,amex-1001,TACO BELL/KFC #6311 TAC TORONTO,24.26
2025-09-07,amex-1001,AMZN MKTP CA*GR78Z0443  866-216-1072,25.74
2025-09-07,amex-1001,Brant - Montfort Medite Burlington,30.67
2025-09-07,amex-1001,Ichiban Asian All You C UNIONVILLE,46.07
2025-09-07,amex-1001,MEMBERSHIP FEE INSTALLMENT,12.99
2025-09-07,amex-1001,SHELL C02573            TORONTO,64.64
2025-09-08,amex-1001,AMAZON.CA*DM1MR5Y93     866-216-1072,101.67
2025-09-08,amex-1001,AMAZON.CA*IV3H28V03     866-216-1072,106.21
2025-09-08,amex-1001,AMZN MKTP CA*JT0W964P3  866-216-1072,150.25
2025-09-08,amex-1001,AMZN MKTP CA*NC8S11UV2  866-216-1072,101.69
2025-09-08,amex-1001,AMZN MKTP CA*O45WS2533  866-216-1072,146.89
2025-09-08,amex-1001,AMZN MKTP CA*ZM2LJ8XU3  866-216-1072,155.36
2025-09-08,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,20.78
2025-09-08,amex-1001,MR. GREEK #106          TORONTO,35.09
2025-09-08,amex-1001,RABBA FINE FOODS #171   TORONTO,7.98
2025-09-08,amex-1001,REXALL PHARMACY #8141 T TORONTO,19.19
2025-09-08,cibc-2451,"AMAZON* ML70D1PJ3 VANCOUVER, BC",154.05
2025-09-08,cibc-2451,"AMAZON.COM * L084819O3 VANCOUVER, BC",49.03
2025-09-08,cibc-2451,"SAINT GERMAIN BAKERY TORONTO, ON",3.67
2025-09-08,cibc-2451,WEIXIN barley contai ShenZhen 1455.80 CNY @ .198832,289.46
2025-09-08,cibc-2451,"YOU DON YA TORONTO, ON",33.54
2025-09-09,amex-1001,AMAZON.CA*MV20P83H3     866-216-1072,168.96
2025-09-09,amex-1001,MICHELS BAKERY CAFE     TORONTO,3.83
2025-09-09,amex-1001,SOUVLAKI PLACE 001      TORONTO,16.94
2025-09-09,amex-1001,TST-JIMMY THE GREEK -   TORONTO,22.86
2025-09-10,amex-1001,AMZN MKTP CA*3R9IH4J23  866-216-1072,26.54
2025-09-10,amex-1001,AMZN MKTP CA*KJ5280E73  866-216-1072,22.59
2025-09-10,amex-1001,"CURSOR, AI POWERED IDE  NEW YORK",28.36
2025-09-10,amex-1001,REXALL PHARMACY #8141 T TORONTO,20.45
2025-09-10,amex-1001,TIM HORTONS #3143       TORONTO,6.32
2025-09-10,amex-1001,UNCLE TETSU CANADA 2080 TORONTO,3.33
2025-09-11,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,24.68
2025-09-11,amex-1001,MR. GREEK #107          NORTH YORK,25.98
2025-09-11,cibc-2451,"SQUARE ONE INSURANCE S VANCOUVER, BC",16.34
2025-09-11,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",39.65
2025-09-11,cibc-2451,"YOU DON YA TORONTO, ON",22.78
2025-09-12,amex-1001,*RFBT-223 QUEEN STREET  TORONTO,9.59
2025-09-12,amex-1001,2403384 ONTARIO LIMITED CALEDON,19.31
2025-09-12,amex-1001,AMZN MKTP CA*9O70W3QJ3  866-216-1072,23.28
2025-09-12,amex-1001,AMZN MKTP CA*JF5CF73G3  866-216-1072,75.68
2025-09-12,amex-1001,AMZN MKTP CA*PH3YX2ZG3  866-216-1072,15.81
2025-09-12,amex-1001,AMZN MKTP CA*RK98K6MR3  866-216-1072,156.78
2025-09-12,amex-1001,DOORDASHYOUDONYA        DOWNTOWN TORONT,42.93
2025-09-12,amex-1001,GOOGLE *THE WALL STREE  G.CO/HELPPAY#,48.50
2025-09-12,amex-1001,TIM HORTONS #3143       TORONTO,2.40
2025-09-13,amex-1001,AMZN MKTP CA*Z91D21KH3  866-216-1072,71.91
2025-09-13,amex-1001,CLAUDE.AI SUBSCRIPTION  SAN FRANCISCO,31.64
2025-09-13,amex-1001,FOODLAND #3421 WATERFOR WATERFORD,50.11
2025-09-13,amex-1001,KFC # 1328 KFC # 1328   ETOBICOKE,30.25
2025-09-13,amex-1001,SECURITY NATIONAL INSU  MONTREAL,169.78
2025-09-13,amex-1001,TIM HORTONS #3143       TORONTO,2.40
2025-09-14,amex-1001,AIRBNB * HM3ZX8BNM4     LONDON,2900.45
2025-09-14,amex-1001,THE HOME DEPOT #7138    BRANTFORD,235.86
2025-09-14,amex-1001,TIM HORTONS #3264       WATERFORD,11.29
2025-09-15,amex-1001,Brant - Montfort Medite Burlington,37.32
2025-09-15,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,20.78
2025-09-15,amex-1001,LALA SPICY LAB DOWNTOWN TORONTO,34.15
2025-09-15,amex-1001,RABBA FINE FOODS #171   TORONTO,5.25
2025-09-15,cibc-2451,"NAYAX CANADA INC MASTER FREDERICTON, NB",3.00
2025-09-15,cibc-2451,"SUPERTRAVEL TORONTO, ON",168.57
2025-09-15,cibc-2451,"SUPERTRAVEL TORONTO, ON",181.54
2025-09-15,cibc-2451,"THE INFORMATION THEINFORMATIO, CA 44.99 USD @ 1.421426",63.95
2025-09-16,amex-1001,ADAFRUIT ELECTRONICS    BROOKLYN,517.59
2025-09-16,amex-1001,FELIX HEALTH INC.       TORONTO,40.00
2025-09-16,amex-1001,SP RACKETS & RUNNERS    VANCOUVER,305.08
2025-09-16,cibc-2451,"SAINT GERMAIN BAKERY TORONTO, ON",11.63
2025-09-16,cibc-2451,"SUPERTRAVEL TORONTO, ON",-168.57
2025-09-16,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",13.76
2025-09-17,amex-1001,AMZN MKTP CA*0J7E53733  866-216-1072,44.62
2025-09-17,amex-1001,AMZN MKTP CA*NS8IN1E60  866-216-1072,10.48
2025-09-17,amex-1001,DHL EXPRESS ADC QC      905-861-3540,80.59
2025-09-17,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,24.68
2025-09-17,amex-1001,NETFLIX.COM             866-716-0414,9.03
2025-09-17,amex-1001,TIM HORTONS #3143       TORONTO,2.93
2025-09-17,cibc-2451,AIRBNB * HM4BMRMQTZ AIRBNB.COM,1321.64
2025-09-17,cibc-2451,"HOTELCOM72066294230122 CA.HOTELS.COM, ON",184.81
2025-09-17,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",24.19
2025-09-17,cibc-2451,"WESTJET 8382100867088 CALGARY, AB",382.46
2025-09-18,amex-1001,AMZN MKTP CA*1I8EJ46P3  866-216-1072,31.63
2025-09-18,amex-1001,AMZN MKTP CA*IL3YU7YH3  866-216-1072,21.46
2025-09-18,amex-1001,AMZN MKTP CA*W27EG4TM3  866-216-1072,60.29
2025-09-18,amex-1001,RABBA FINE FOODS #171   TORONTO,4.57
2025-09-18,cibc-2451,"N15 STUDIO TORONTO, ON",65.34
2025-09-18,cibc-2451,"SAINT GERMAIN BAKERY TORONTO, ON",2.49
2025-09-18,cibc-2451,"SMALL POT RESTAURANT ( NORTH YORK, ON",23.45
2025-09-18,cibc-2451,"TASTY CHINESE FOOD TORONTO, ON",12.28
2025-09-18,cibc-2451,"TIM HORTONS #3143 416-605-1506, ON",6.32
2025-09-18,cibc-2451,"WESTJET 8382100897171 CALGARY, AB",253.53
2025-09-18,cibc-2451,"WESTJET 8382100898464 CALGARY, AB",823.11
2025-09-19,amex-1001,2403384 ONTARIO LIMITED CALEDON,15.64
2025-09-19,amex-1001,APPLE.COM/BILL          TORONTO,4.51
2025-09-19,amex-1001,FELIX HEALTH INC.       TORONTO,307.81
2025-09-19,amex-1001,RABBA FINE FOODS #171   TORONTO,9.98
2025-09-19,cibc-2451,"GOOGLE *Google One g.co/helppay#, NS",30.50
2025-09-19,cibc-2451,"METERGY/EZ-PAY 866-449-4423, ON",166.71
2025-09-19,cibc-2451,"METERGY/EZ-PAY FEE 800-766-6616, ON",2.92
2025-09-19,cibc-2451,"MOM'S PAN FRIED DT TORONTO, ON",23.14
2025-09-19,cibc-2451,"SUPER+ * 1833-773-8471 8444612577, CA 15.00 USD @ 1.414000",21.21
2025-09-19,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",19.28
2025-09-20,amex-1001,PETRO-CANADA 00829      TORONTO,62.98
2025-09-20,amex-1001,SHOPPERS DRUG MART #115 SIMCOE,45.54
2025-09-20,amex-1001,TIM HORTONS #3143       TORONTO,6.32
2025-09-20,amex-1001,TST-WHEN THE PIG CAME   TORONTO,22.15
2025-09-21,amex-1001,APPLE.COM/BILL          TORONTO,19.20
2025-09-21,amex-1001,GOOGLE *COFFEE MEETS B  G.CO/HELPPAY#,248.59
2025-09-21,amex-1001,SWISS CHALET 1958       SIMCOE,41.75
2025-09-22,amex-1001,AMAZON.CA*QW6S37TB3     866-216-1072,24.80
2025-09-22,amex-1001,GOOGLE *FITBIT          G.CO/HELPPAY#,14.68
2025-09-22,amex-1001,NOODLEBOX               BRANTFORD,23.05
2025-09-22,amex-1001,RABBA FINE FOODS #171   TORONTO,4.99
2025-09-22,amex-1001,RABBA FINE FOODS #171   TORONTO,5.14
2025-09-22,amex-1001,THE HOME DEPOT #7138    BRANTFORD,179.21
2025-09-22,cibc-2451,AIRBNB * HM4BMRMQTZ AIRBNB.COM,1129.90
2025-09-22,cibc-2451,"SS LOBLAW TORONTO LAKE TORONTO, ON",9.24
2025-09-22,cibc-2451,"SS LOBLAW TORONTO LAKE TORONTO, ON",28.23
2025-09-22,cibc-2451,"THE NEW YORK TIMES 180-06984637, NY",27.12
2025-09-22,cibc-2451,"TST-When the pig came Toronto, ON",17.40
2025-09-22,cibc-2451,WEIXIN barley contai ShenZhen 1104.47 CNY @ .199199,220.01
2025-09-22,cibc-2451,WEIXIN barley contai ShenZhen 160.00 CNY @ .199312,31.89
2025-09-23,amex-1001,Brant - Montfort Medite Burlington,37.32
2025-09-23,amex-1001,HOLY COW STEAK HOUSE 00 TORONTO,24.68
2025-09-23,cibc-2451,"DOORDASHDASHPASS DOWNTOWN TORO, ON",11.29
2025-09-23,cibc-2451,PAYMENT THANK YOU/PAIEMEN T MERCI,-500.00
2025-09-24,amex-1001,2403384 ONTARIO LIMITED CALEDON,13.21
2025-09-24,cibc-2451,"AMAZON.CA* VS93D1W63 VANCOUVER, BC",35.76
2025-09-24,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",18.01
2025-09-24,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",23.05
2025-09-25,amex-1001,7101117 - FRESHII T3 (F MISSISSAUGA,10.27
2025-09-25,amex-1001,AUDIBLE CA*A910771X3    AMZN.COM/BILL,10.49
2025-09-25,amex-1001,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,14.68
2025-09-25,amex-1001,LS TRAVEL RETAIL NORTH  OTTAWA,5.53
2025-09-25,amex-1001,SHELL C01213            VANCOUVER,3.74
2025-09-25,amex-1001,TOR 7059 Vino Volo      Mississauga,28.00
2025-09-25,cibc-2451,"AMAZON* PU46C17S3 VANCOUVER, BC",16.81
2025-09-25,cibc-2451,"T&T SUPERMARKET #032 TORONTO, ON",44.92
2025-09-26,amex-1001,SHELL C01213            VANCOUVER,9.18
2025-09-26,cibc-2451,"AMAZON.CA* L084819O3 VANCOUVER, BC",-49.03
2025-09-26,cibc-2451,PAYMENT PROTECTOR PREMIUM 833-666-4295,57.79
2025-09-26,cibc-2451,PAYMENT PROTECTOR PREMIUM TAX,4.62
